"","Date.Time","Temperature","RH","Dew.Point","chamber_num"
"213","11/7/2023 11:26",21.81,55.1,12.42,3
"214","11/7/2023 11:36",22.79,55.76,13.51,3
"215","11/7/2023 11:46",23.49,55.23,14.01,3
"216","11/7/2023 11:56",23.72,54.1,13.91,3
"217","11/7/2023 12:06",23.6,54.05,13.79,3
"218","11/7/2023 12:16",23.54,54.17,13.76,3
"219","11/7/2023 12:26",23.49,54.13,13.7,3
"220","11/7/2023 12:36",23.44,54.12,13.66,3
"221","11/7/2023 12:46",23.42,54.36,13.7,3
"222","11/7/2023 12:56",23.39,54.45,13.7,3
"223","11/7/2023 13:06",23.35,54.54,13.69,3
"224","11/7/2023 13:16",23.3,54.56,13.65,3
"225","11/7/2023 13:26",23.28,54.76,13.69,3
"226","11/7/2023 13:36",23.26,54.79,13.68,3
"227","11/7/2023 13:46",23.27,54.75,13.68,3
"228","11/7/2023 13:56",23.25,54.81,13.67,3
"229","11/7/2023 14:06",23.23,54.89,13.67,3
"230","11/7/2023 14:16",23.21,54.87,13.65,3
"231","11/7/2023 14:26",23.17,54.81,13.6,3
"232","11/7/2023 14:36",23.18,54.89,13.64,3
"233","11/7/2023 14:46",23.08,55.02,13.57,3
"234","11/7/2023 14:56",23.06,54.95,13.53,3
"235","11/7/2023 15:06",23.01,54.95,13.49,3
"236","11/7/2023 15:16",23,55.1,13.52,3
"237","11/7/2023 15:26",23.05,43.21,9.88,3
"238","11/7/2023 15:36",23.44,39.03,8.73,3
"239","11/7/2023 15:46",21.81,59.52,13.6,3
"240","11/7/2023 15:56",22.25,59.64,14.04,3
"241","11/7/2023 16:06",22.52,58.5,14,3
"242","11/7/2023 16:16",22.5,57.86,13.81,3
"243","11/7/2023 16:26",22.51,57.33,13.67,3
"244","11/7/2023 16:36",22.53,56.55,13.48,3
"245","11/7/2023 16:46",21.63,60.65,13.72,3
"246","11/7/2023 16:56",21.78,63.23,14.5,3
"247","11/7/2023 17:06",22.64,60.82,14.71,3
"248","11/7/2023 17:16",22.96,58.69,14.46,3
"249","11/7/2023 17:26",23.07,57.48,14.24,3
"250","11/7/2023 17:36",23.14,56.72,14.1,3
"251","11/7/2023 17:46",23.11,56.15,13.91,3
"252","11/7/2023 17:56",23.23,56.8,14.2,3
"253","11/7/2023 18:06",23.21,56.11,13.99,3
"254","11/7/2023 18:16",23.1,55.98,13.86,3
"255","11/7/2023 18:26",23.09,56,13.85,3
"256","11/7/2023 18:36",23.12,55.74,13.81,3
"257","11/7/2023 18:46",23.14,55.76,13.84,3
"258","11/7/2023 18:56",23.12,55.64,13.78,3
"259","11/7/2023 19:06",23.11,55.84,13.83,3
"260","11/7/2023 19:16",23.11,55.66,13.78,3
"261","11/7/2023 19:26",23.12,55.85,13.84,3
"262","11/7/2023 19:36",23.1,55.7,13.78,3
"263","11/7/2023 19:46",23.09,55.78,13.79,3
"264","11/7/2023 19:56",23.11,55.72,13.8,3
"265","11/7/2023 20:06",23.11,55.75,13.8,3
"266","11/7/2023 20:16",23.09,55.6,13.74,3
"267","11/7/2023 20:26",23.11,55.52,13.74,3
"268","11/7/2023 20:36",23.14,55.58,13.79,3
"269","11/7/2023 20:46",23.12,55.65,13.79,3
"270","11/7/2023 20:56",23.13,55.56,13.77,3
"271","11/7/2023 21:06",23.13,55.8,13.84,3
"272","11/7/2023 21:16",23.1,55.51,13.73,3
"273","11/7/2023 21:26",23.1,55.71,13.78,3
"274","11/7/2023 21:36",23.09,55.66,13.76,3
"275","11/7/2023 21:46",23.13,55.53,13.76,3
"276","11/7/2023 21:56",23.15,54.9,13.61,3
"277","11/7/2023 22:06",22.77,53.94,12.98,3
"278","11/7/2023 22:16",22.14,53.97,12.41,3
"279","11/7/2023 22:26",21.52,54.22,11.9,3
"280","11/7/2023 22:36",21.02,54.28,11.45,3
"281","11/7/2023 22:46",19.85,55.26,10.63,3
"282","11/7/2023 22:56",20.03,53.63,10.36,3
"283","11/7/2023 23:06",20,53.52,10.29,3
"284","11/7/2023 23:16",19.89,53.41,10.16,3
"285","11/7/2023 23:26",19.74,53.2,9.97,3
"286","11/7/2023 23:36",19.37,52.84,9.52,3
"287","11/7/2023 23:46",18.95,52.86,9.14,3
"288","11/7/2023 23:56",18.64,52.74,8.81,3
"289","11/8/2023 0:06",18.34,52.57,8.49,3
"290","11/8/2023 0:16",15.32,52.01,5.54,3
"291","11/8/2023 0:26",15.23,54.54,6.14,3
"292","11/8/2023 0:36",15.57,53.42,6.16,3
"293","11/8/2023 0:46",15.86,52.9,6.28,3
"294","11/8/2023 0:56",16.04,52.55,6.36,3
"295","11/8/2023 1:06",16.18,51.09,6.08,3
"296","11/8/2023 1:16",16.25,50.83,6.06,3
"297","11/8/2023 1:26",16.27,50.86,6.09,3
"298","11/8/2023 1:36",16.19,51.62,6.23,3
"299","11/8/2023 1:46",16.24,51.55,6.26,3
"300","11/8/2023 1:56",16.26,51.07,6.14,3
"301","11/8/2023 2:06",16.27,50.43,5.97,3
"302","11/8/2023 2:16",16.29,50.32,5.96,3
"303","11/8/2023 2:26",16.24,50.72,6.02,3
"304","11/8/2023 2:36",16.27,51.23,6.2,3
"305","11/8/2023 2:46",16.21,51.24,6.15,3
"306","11/8/2023 2:56",16.22,51.28,6.17,3
"307","11/8/2023 3:06",16.21,51.22,6.14,3
"308","11/8/2023 3:16",16.24,50.32,5.9,3
"309","11/8/2023 3:26",16.28,50.94,6.12,3
"310","11/8/2023 3:36",16.26,50.17,5.88,3
"311","11/8/2023 3:46",16.19,50.03,5.78,3
"312","11/8/2023 3:56",16.14,50.47,5.86,3
"313","11/8/2023 4:06",16.11,50.62,5.87,3
"314","11/8/2023 4:16",16.12,50.89,5.96,3
"315","11/8/2023 4:26",16.14,51.24,6.08,3
"316","11/8/2023 4:36",16.19,50.66,5.96,3
"317","11/8/2023 4:46",16.19,49.9,5.75,3
"318","11/8/2023 4:56",16.2,49.98,5.78,3
"319","11/8/2023 5:06",16.22,50.6,5.98,3
"320","11/8/2023 5:16",16.18,51.01,6.05,3
"321","11/8/2023 5:26",16.18,50.89,6.02,3
"322","11/8/2023 5:36",16.19,50.12,5.81,3
"323","11/8/2023 5:46",16.19,50.02,5.78,3
"324","11/8/2023 5:56",16.17,49.96,5.74,3
"325","11/8/2023 6:06",16.21,50.11,5.83,3
"326","11/8/2023 6:16",16.27,50.38,5.95,3
"327","11/8/2023 6:26",16.22,50.73,6.01,3
"328","11/8/2023 6:36",16.25,50.64,6.01,3
"329","11/8/2023 6:46",16.2,50.52,5.94,3
"330","11/8/2023 6:56",16.2,50.12,5.82,3
"331","11/8/2023 7:06",16.19,49.88,5.74,3
"332","11/8/2023 7:16",16.2,49.83,5.73,3
"333","11/8/2023 7:26",16.22,49.71,5.72,3
"334","11/8/2023 7:36",16.19,50.38,5.88,3
"335","11/8/2023 7:46",16.27,51.03,6.14,3
"336","11/8/2023 7:56",16.31,51.06,6.19,3
"337","11/8/2023 8:06",16.3,50.74,6.08,3
"338","11/8/2023 8:16",16.36,51.55,6.37,3
"339","11/8/2023 8:26",16.44,52.07,6.59,3
"340","11/8/2023 8:36",16.56,52.3,6.76,3
"341","11/8/2023 8:46",16.61,52.43,6.85,3
"342","11/8/2023 8:56",16.77,52.6,7.04,3
"343","11/8/2023 9:06",17.07,53.06,7.45,3
"344","11/8/2023 9:16",17.4,53.1,7.77,3
"345","11/8/2023 9:26",17.64,53.11,7.99,3
"346","11/8/2023 9:36",17.89,53.11,8.22,3
"347","11/8/2023 9:46",18.24,53.71,8.71,3
"348","11/8/2023 9:56",18.72,54.03,9.25,3
"349","11/8/2023 10:06",19.2,54.04,9.69,3
"350","11/8/2023 10:16",19.55,53.98,10,3
"351","11/8/2023 10:26",19.89,54.32,10.42,3
"352","11/8/2023 10:36",20.51,55.01,11.18,3
"353","11/8/2023 10:46",21.21,55.14,11.87,3
"354","11/8/2023 10:56",21.87,55.15,12.48,3
"355","11/8/2023 11:06",22.52,55.08,13.07,3
"356","11/8/2023 11:16",23.1,55.99,13.86,3
"357","11/8/2023 11:26",23.34,55.4,13.92,3
"358","11/8/2023 11:36",23.38,55.12,13.88,3
"359","11/8/2023 11:46",23.35,55.08,13.84,3
"360","11/8/2023 11:56",23.36,55.04,13.84,3
"361","11/8/2023 12:06",23.38,54.98,13.84,3
"362","11/8/2023 12:16",23.37,54.98,13.83,3
"363","11/8/2023 12:26",23.32,55.06,13.81,3
"364","11/8/2023 12:36",23.35,55.04,13.83,3
"365","11/8/2023 12:46",23.32,55.04,13.81,3
"366","11/8/2023 12:56",23.32,55.04,13.81,3
"367","11/8/2023 13:06",23.34,55.09,13.83,3
"368","11/8/2023 13:16",23.35,55.17,13.86,3
"369","11/8/2023 13:26",23.28,55.03,13.76,3
"370","11/8/2023 13:36",23.31,55.2,13.84,3
"371","11/8/2023 13:46",23.31,55.16,13.83,3
"372","11/8/2023 13:56",23.29,55.29,13.85,3
"373","11/8/2023 14:06",23.26,55.38,13.84,3
"374","11/8/2023 14:16",23.26,55.24,13.8,3
"375","11/8/2023 14:26",23.24,55.41,13.83,3
"376","11/8/2023 14:36",23.2,55.39,13.78,3
"377","11/8/2023 14:46",23.17,55.52,13.8,3
"378","11/8/2023 14:56",23.17,55.49,13.79,3
"379","11/8/2023 15:06",23.17,55.54,13.81,3
"380","11/8/2023 15:16",23.14,55.5,13.76,3
"381","11/8/2023 15:26",23.14,55.55,13.78,3
"382","11/8/2023 15:36",23.15,55.63,13.81,3
"383","11/8/2023 15:46",23.14,55.55,13.78,3
"384","11/8/2023 15:56",23.13,55.6,13.78,3
"385","11/8/2023 16:06",23.12,55.49,13.74,3
"386","11/8/2023 16:16",23.13,55.47,13.75,3
"387","11/8/2023 16:26",23.15,55.5,13.78,3
"388","11/8/2023 16:36",23.17,55.52,13.8,3
"389","11/8/2023 16:46",23.16,55.43,13.77,3
"390","11/8/2023 16:56",23.17,55.46,13.78,3
"391","11/8/2023 17:06",23.16,55.6,13.81,3
"392","11/8/2023 17:16",23.22,55.46,13.82,3
"393","11/8/2023 17:26",23.17,55.43,13.78,3
"394","11/8/2023 17:36",23.17,55.64,13.83,3
"395","11/8/2023 17:46",23.17,55.58,13.82,3
"396","11/8/2023 17:56",23.16,55.53,13.79,3
"397","11/8/2023 18:06",23.15,55.55,13.79,3
"398","11/8/2023 18:16",23.17,55.68,13.84,3
"399","11/8/2023 18:26",23.15,55.53,13.78,3
"400","11/8/2023 18:36",23.14,55.6,13.79,3
"401","11/8/2023 18:46",23.15,55.63,13.81,3
"402","11/8/2023 18:56",23.15,55.68,13.82,3
"403","11/8/2023 19:06",23.12,55.6,13.77,3
"404","11/8/2023 19:16",23.12,55.68,13.79,3
"405","11/8/2023 19:26",23.12,55.73,13.81,3
"406","11/8/2023 19:36",23.14,55.62,13.8,3
"407","11/8/2023 19:46",23.12,55.67,13.79,3
"408","11/8/2023 19:56",23.16,55.63,13.82,3
"409","11/8/2023 20:06",23.16,55.63,13.82,3
"410","11/8/2023 20:16",23.15,55.68,13.83,3
"411","11/8/2023 20:26",23.16,55.54,13.8,3
"412","11/8/2023 20:36",23.14,55.65,13.81,3
"413","11/8/2023 20:46",23.17,55.47,13.79,3
"414","11/8/2023 20:56",23.18,55.53,13.81,3
"415","11/8/2023 21:06",23.2,55.64,13.85,3
"416","11/8/2023 21:16",23.18,55.53,13.81,3
"417","11/8/2023 21:26",23.21,55.59,13.85,3
"418","11/8/2023 21:36",23.18,55.36,13.77,3
"419","11/8/2023 21:46",23.21,55.65,13.87,3
"420","11/8/2023 21:56",23.2,54.84,13.63,3
"421","11/8/2023 22:06",22.94,53.83,13.11,3
"422","11/8/2023 22:16",22.36,53.85,12.57,3
"423","11/8/2023 22:26",21.84,54.01,12.14,3
"424","11/8/2023 22:36",21.4,54.15,11.77,3
"425","11/8/2023 22:46",20.07,54.6,10.66,3
"426","11/8/2023 22:56",20.19,53.43,10.45,3
"427","11/8/2023 23:06",20.07,53.4,10.33,3
"428","11/8/2023 23:16",19.97,53.37,10.22,3
"429","11/8/2023 23:26",19.8,53.26,10.03,3
"430","11/8/2023 23:36",19.43,52.87,9.59,3
"431","11/8/2023 23:46",19.02,52.91,9.22,3
"432","11/8/2023 23:56",18.71,52.92,8.93,3
"433","11/9/2023 0:06",18.53,52.69,8.7,3
"434","11/9/2023 0:16",15.33,53.32,5.91,3
"435","11/9/2023 0:26",15.26,55.37,6.39,3
"436","11/9/2023 0:36",15.6,54,6.34,3
"437","11/9/2023 0:46",16,52.74,6.37,3
"438","11/9/2023 0:56",16.19,52.33,6.43,3
"439","11/9/2023 1:06",16.33,51.88,6.44,3
"440","11/9/2023 1:16",16.39,50.91,6.21,3
"441","11/9/2023 1:26",16.33,50.8,6.13,3
"442","11/9/2023 1:36",16.31,50.81,6.12,3
"443","11/9/2023 1:46",16.37,50.73,6.15,3
"444","11/9/2023 1:56",16.35,50.5,6.07,3
"445","11/9/2023 2:06",16.32,50.44,6.02,3
"446","11/9/2023 2:16",16.22,50.76,6.02,3
"447","11/9/2023 2:26",16.22,51.46,6.22,3
"448","11/9/2023 2:36",16.26,51.34,6.22,3
"449","11/9/2023 2:46",16.29,50.85,6.11,3
"450","11/9/2023 2:56",16.22,51.25,6.16,3
"451","11/9/2023 3:06",16.19,50.78,6,3
"452","11/9/2023 3:16",16.25,50.14,5.86,3
"453","11/9/2023 3:26",16.24,50.09,5.84,3
"454","11/9/2023 3:36",16.18,50.33,5.86,3
"455","11/9/2023 3:46",16.13,50.64,5.9,3
"456","11/9/2023 3:56",16.14,50.68,5.92,3
"457","11/9/2023 4:06",16.16,50.98,6.02,3
"458","11/9/2023 4:16",16.06,50.85,5.9,3
"459","11/9/2023 4:26",16.02,50.08,5.64,3
"460","11/9/2023 4:36",15.9,50.51,5.65,3
"461","11/9/2023 4:46",15.89,51.13,5.82,3
"462","11/9/2023 4:56",15.85,50.52,5.61,3
"463","11/9/2023 5:06",15.87,50.19,5.53,3
"464","11/9/2023 5:16",15.81,50.99,5.7,3
"465","11/9/2023 5:26",15.69,50.85,5.55,3
"466","11/9/2023 5:36",15.66,50.2,5.34,3
"467","11/9/2023 5:46",15.66,50.65,5.47,3
"468","11/9/2023 5:56",15.62,50.97,5.53,3
"469","11/9/2023 6:06",15.63,50.52,5.41,3
"470","11/9/2023 6:16",15.59,50.29,5.31,3
"471","11/9/2023 6:26",15.59,50.87,5.47,3
"472","11/9/2023 6:36",15.63,50.9,5.52,3
"473","11/9/2023 6:46",15.66,50.35,5.38,3
"474","11/9/2023 6:56",15.68,50.64,5.48,3
"475","11/9/2023 7:06",15.72,50.97,5.62,3
"476","11/9/2023 7:16",15.69,50.63,5.49,3
"477","11/9/2023 7:26",15.71,50.22,5.39,3
"478","11/9/2023 7:36",15.68,50.76,5.52,3
"479","11/9/2023 7:46",15.68,50.84,5.54,3
"480","11/9/2023 7:56",15.67,50.36,5.39,3
"481","11/9/2023 8:06",15.7,50.52,5.47,3
"482","11/9/2023 8:16",15.67,52.13,5.89,3
"483","11/9/2023 8:26",15.68,52.4,5.98,3
"484","11/9/2023 8:36",15.83,52.72,6.2,3
"485","11/9/2023 8:46",15.89,52.8,6.29,3
"486","11/9/2023 8:56",15.98,53.02,6.43,3
"487","11/9/2023 9:06",16.31,53.42,6.84,3
"488","11/9/2023 9:16",16.66,53.47,7.19,3
"489","11/9/2023 9:26",16.92,53.44,7.42,3
"490","11/9/2023 9:36",17.11,53.45,7.6,3
"491","11/9/2023 9:46",17.45,54.02,8.06,3
"492","11/9/2023 9:56",18,54.29,8.65,3
"493","11/9/2023 10:06",18.46,54.27,9.07,3
"494","11/9/2023 10:16",18.85,54.27,9.44,3
"495","11/9/2023 10:26",19.3,54.55,9.93,3
"496","11/9/2023 10:36",20.09,55.23,10.84,3
"497","11/9/2023 10:46",20.74,55.28,11.47,3
"498","11/9/2023 10:56",21.11,55.22,11.8,3
